,Rating,Price,Processor,Brand,SSD_Capacity,Ram,Ram_Type,Display_Size,EMMC_Storage(in_GB),HDD_Storage(in_GB)
508,4.2,51890.0,Intel Core i5 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
509,4.2,101990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,8.0,DDR4,35.56,0.0,0.0
510,0.0,167990.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,DDR5,35.56,0.0,0.0
511,0.0,45990.0,Intel Core i3 Processor (12th Gen),MSI,256.0,8.0,DDR4,35.56,0.0,0.0
512,3.8,103490.0,Intel Core i7 Processor (11th Gen),DELL,512.0,16.0,DDR4,39.62,0.0,0.0
513,4.7,38690.0,AMD Ryzen 3 Dual Core Processor,DELL,256.0,8.0,DDR4,39.62,0.0,0.0
514,0.0,73890.0,AMD Ryzen 7 Octa Core Processor,DELL,512.0,16.0,DDR4,40.64,0.0,0.0
515,0.0,89990.0,AMD Ryzen 7 Hexa Core Processor,ACER,512.0,8.0,DDR5,39.62,0.0,0.0
516,4.0,75990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
517,4.5,61990.0,AMD Ryzen 5 Dual Core Processor,ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
518,3.6,31490.0,AMD Ryzen 3 Dual Core Processor,LENOVO,0.0,4.0,DDR4,39.62,0.0,1024.0
519,4.3,44490.0,Intel Core i3 Processor (10th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
520,4.3,62990.0,Intel Core i5 Processor (10th Gen),DELL,512.0,8.0,DDR4,35.56,0.0,0.0
521,0.0,234990.0,Intel Core i7 Processor (10th Gen),ASUS,1024.0,32.0,DDR4,39.62,0.0,0.0
522,4.3,32990.0,Intel Core i3 Processor (10th Gen),INFINIX,512.0,8.0,LPDDR4X,39.62,0.0,0.0
523,4.6,63990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
524,0.0,61290.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
525,3.9,42590.0,Intel Core i3 Processor (12th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
526,0.0,84990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,16.0,LPDDR4X,35.56,0.0,0.0
527,0.0,175490.0,Intel Core i7 Processor (12th Gen),HP,1024.0,16.0,DDR5,40.89,0.0,0.0
528,4.0,130990.0,Intel Core i7 Processor (12th Gen),HP,512.0,16.0,LPDDR4X,34.29,0.0,0.0
529,0.0,45390.0,Intel Core i3 Processor (11th Gen),DELL,256.0,8.0,DDR4,38.1,0.0,1024.0
530,4.3,319990.0,Apple M1 Max Processor,APPLE,1024.0,32.0,Unified,41.15,0.0,0.0
531,0.0,92990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
532,4.3,38990.0,Intel Core i3 Processor (10th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
533,4.3,42490.0,Intel Core i3 Processor (11th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
534,4.2,29990.0,Intel Celeron Quad Core Processor,INFINIX,256.0,8.0,LPDDR4X,35.56,0.0,0.0
535,0.0,166990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
536,4.5,128490.0,Apple M1 Processor,APPLE,512.0,8.0,DDR4,33.78,0.0,0.0
537,4.5,29610.0,Intel Pentium Quad Core Processor,ASUS,256.0,8.0,DDR4,35.81,0.0,0.0
538,3.0,79990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,LPDDR4X,33.78,0.0,0.0
539,3.8,58990.0,Intel Core i5 Processor (8th Gen),SONY,512.0,8.0,DDR4,35.56,0.0,0.0
540,3.8,28490.0,Intel Celeron Dual Core Processor,LENOVO,0.0,4.0,LPDDR4,35.56,64.0,0.0
541,5.0,79990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,16.0,LPDDR4X,35.56,0.0,0.0
542,4.4,42490.0,Intel Core i3 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
543,4.2,33990.0,Intel Core i3 Processor (11th Gen),INFINIX,512.0,8.0,LPDDR4X,39.62,0.0,0.0
544,4.4,144990.0,Intel Core i9 Processor (11th Gen),ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
545,0.0,99990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,43.94,0.0,0.0
546,4.3,69990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,38.86,0.0,0.0
547,0.0,64990.0,Intel Core i5 Processor (13th Gen),MSI,512.0,8.0,DDR4,39.62,0.0,0.0
548,4.5,59990.0,Intel Core i5 Processor (9th Gen),MSI,512.0,8.0,DDR4,39.62,0.0,0.0
549,4.4,46490.0,AMD Ryzen 5 Quad Core Processor,DELL,512.0,8.0,DDR4,35.56,0.0,0.0
550,0.0,77490.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR4,40.64,0.0,0.0
551,0.0,167990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,32.0,LPDDR5,34.04,0.0,0.0
552,5.0,116990.0,Intel Core i5 Processor (10th Gen),HP,512.0,8.0,DDR4,33.78,0.0,0.0
553,0.0,34990.0,Intel Core i3 Processor (11th Gen),ACER,256.0,8.0,DDR4,39.62,0.0,0.0
554,4.3,29990.0,Intel Core i3 Processor (10th Gen),ASUS,512.0,4.0,DDR4,39.62,0.0,0.0
555,4.2,36990.0,Intel Core i5 Processor (10th Gen),INFINIX,512.0,8.0,LPDDR4X,35.56,0.0,0.0
556,4.1,58900.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
557,4.4,71990.0,Intel Core i5 Processor (10th Gen),DELL,512.0,16.0,GDDR6,39.62,0.0,0.0
558,0.0,147990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,LPDDR5,34.04,0.0,0.0
559,4.4,76990.0,AMD Ryzen 7 Octa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
560,4.2,55490.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
561,0.0,94990.0,Intel Core i5 Processor (11th Gen),ACER,512.0,16.0,LPDDR4X,40.89,0.0,0.0
562,4.3,55990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
563,4.1,57490.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
564,3.5,16100.0,Intel Celeron Dual Core Processor,LENOVO,0.0,4.0,LPDDR4,29.46,64.0,0.0
565,0.0,66990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,1024.0,16.0,DDR4,40.64,0.0,0.0
566,4.3,66990.0,Intel Core i7 Processor (8th Gen),ASUS,512.0,8.0,LPDDR3,33.78,0.0,0.0
567,4.0,45690.0,Intel Core i3 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
568,4.3,31490.0,Intel Core i3 Processor (7th Gen),ASUS,256.0,4.0,DDR4,35.56,0.0,0.0
569,4.4,71990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
570,0.0,88490.0,Intel Core i5 Processor (12th Gen),DELL,512.0,16.0,DDR4,40.64,0.0,0.0
571,4.1,42490.0,Intel Core i3 Processor (10th Gen),DELL,256.0,4.0,DDR4,35.56,0.0,1024.0
572,4.0,42990.0,Intel Core i5 Processor (11th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
573,4.5,103990.0,Intel Core i7 Processor (10th Gen),ACER,256.0,16.0,GDDR6,39.62,0.0,1024.0
574,4.1,37990.0,Intel Core i5 Processor (10th Gen),INFINIX,512.0,8.0,LPDDR4X,35.56,0.0,0.0
575,4.4,45990.0,Intel Core i3 Processor (11th Gen),DELL,512.0,4.0,DDR4,39.62,0.0,0.0
576,4.2,49990.0,Intel Core i3 Processor (11th Gen),HP,256.0,8.0,DDR4,35.56,0.0,0.0
577,4.4,94490.0,Intel Core i5 Processor (10th Gen),MICROSOFT,128.0,8.0,LPDDR4X,33.02,0.0,0.0
578,3.9,107990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
579,4.0,81998.0,Intel Core i5 Processor (8th Gen),ACER,256.0,8.0,DDR3,35.56,0.0,0.0
580,0.0,98900.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
581,0.0,94500.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR4,33.78,0.0,0.0
582,4.3,16990.0,MediaTek MediaTek MT8788 Processor,PRIMEBOOK,0.0,4.0,LPDDR4,29.46,64.0,0.0
583,3.2,35500.0,Intel Pentium Quad Core Processor,DELL,256.0,4.0,DDR4,39.62,0.0,0.0
584,4.3,62990.0,Intel Core i5 Processor (10th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
585,0.0,105990.0,Intel Core i7 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
586,4.4,68000.0,Intel Core i5 Processor (11th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
587,4.2,52990.0,AMD Ryzen 7 Octa Core Processor,MSI,512.0,8.0,DDR4,39.62,0.0,0.0
588,0.0,89990.0,Intel Core i7 Processor (8th Gen),DELL,128.0,8.0,DDR4,39.62,0.0,1024.0
589,4.8,105490.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,DDR4,35.56,0.0,0.0
590,0.0,52990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
591,0.0,191900.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
592,4.2,101000.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR5,39.62,0.0,0.0
593,0.0,179998.0,AMD Ryzen 7 Octa Core Processor,LENOVO,1024.0,32.0,DDR5,40.64,0.0,0.0
594,3.6,55490.0,Intel Core i5 Processor (8th Gen),ACER,256.0,8.0,DDR4,33.78,0.0,0.0
595,3.8,69490.0,Intel Core i5 Processor (11th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
596,3.6,107590.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,DDR5,39.62,0.0,0.0
597,0.0,29000.0,Intel Pentium Quad Core Processor,ASUS,256.0,8.0,DDR4,35.56,0.0,0.0
598,3.4,73990.0,Intel Core i5 Processor (12th Gen),DELL,512.0,16.0,DDR4,40.64,0.0,0.0
599,0.0,24990.0,Intel Celeron Dual Core Processor,ASUS,256.0,4.0,DDR4,35.56,0.0,0.0
600,4.2,65990.0,Intel Core i5 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,1024.0
601,0.0,159990.0,AMD Ryzen 7 Octa Core Processor,LENOVO,1024.0,16.0,DDR5,40.64,0.0,0.0
602,0.0,122490.0,Intel Core i5 Processor (10th Gen),LENOVO,512.0,16.0,DDR4,35.56,0.0,512.0
603,0.0,52990.0,AMD Ryzen 5 Quad Core Processor,ASUS,512.0,8.0,LPDDR5,39.62,0.0,0.0
604,4.2,64990.0,Intel Core i5 Processor (8th Gen),ACER,512.0,8.0,DDR3,35.56,0.0,0.0
605,0.0,91400.0,Intel Core i7 Processor (12th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
606,3.7,47990.0,Intel Core i7 Processor (10th Gen),INFINIX,512.0,16.0,LPDDR4X,35.56,0.0,0.0
607,4.0,41960.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
608,3.7,22990.0,Intel Celeron Dual Core Processor,LENOVO,256.0,4.0,DDR4,29.46,0.0,0.0
609,4.3,34990.0,AMD Ryzen 3 Dual Core Processor,HP,256.0,8.0,DDR4,39.62,0.0,0.0
610,3.8,51990.0,Intel Core i7 Processor (10th Gen),AVITA,1024.0,16.0,DDR4,35.56,0.0,0.0
611,0.0,90990.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,8.0,DDR5,40.89,0.0,0.0
612,4.0,52490.0,Intel Core i5 Processor (8th Gen),LENOVO,0.0,4.0,DDR4,39.62,0.0,1024.0
613,4.3,39660.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
614,0.0,126990.0,AMD Ryzen 7 Octa Core Processor,DELL,512.0,16.0,DDR5,38.0,0.0,0.0
615,0.0,44331.0,Intel Core i3 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
616,0.0,244801.0,Intel Core i7 Processor (8th Gen),LENOVO,512.0,16.0,DDR4,35.56,0.0,0.0
617,3.3,149490.0,Intel Core i7 Processor (10th Gen),HP,512.0,16.0,DDR4,33.78,0.0,0.0
618,4.8,79990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
619,5.0,142490.0,Intel Core i7 Processor (10th Gen),ASUS,1024.0,16.0,LPDDR3,35.56,0.0,0.0
620,4.4,53990.0,Intel Core i5 Processor (9th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
621,4.1,53990.0,Intel Core i5 Processor (10th Gen),MSI,0.0,8.0,DDR4,39.62,0.0,1024.0
622,4.2,39990.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
623,4.3,69490.0,Intel Core i5 Processor (10th Gen),DELL,512.0,8.0,GDDR6,39.62,0.0,0.0
624,4.0,25990.0,Intel Celeron Dual Core Processor,ASUS,0.0,4.0,LPDDR4,39.62,64.0,0.0
625,3.7,97500.0,Intel Core i5 Processor (10th Gen),HP,512.0,16.0,DDR4,39.62,0.0,0.0
626,4.2,48990.0,Intel Core i3 Processor (11th Gen),MSI,512.0,8.0,DDR4,35.56,0.0,0.0
627,0.0,171990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,40.64,0.0,0.0
628,4.4,37990.0,AMD Ryzen 3 Dual Core Processor,LENOVO,256.0,8.0,DDR4,39.62,0.0,0.0
629,0.0,174990.0,Intel Core i7 Processor (12th Gen),ASUS,512.0,16.0,DDR5,40.64,0.0,0.0
630,0.0,46990.0,AMD Ryzen 5 Quad Core Processor,ACER,512.0,8.0,LPDDR5,39.62,0.0,0.0
631,0.0,135499.0,AMD Ryzen 7 Octa Core Processor,HP,1024.0,16.0,DDR5,40.89,0.0,0.0
632,0.0,189990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,32.0,LPDDR5,40.64,0.0,0.0
633,4.5,64490.0,Intel Core i5 Processor (8th Gen),HP,256.0,8.0,DDR3,33.78,0.0,0.0
634,4.5,24000.0,Intel Pentium Quad Core Processor,ACER,256.0,4.0,DDR4,39.62,0.0,0.0
635,4.6,102490.0,Intel Core i7 Processor (11th Gen),MSI,512.0,16.0,GDDR6,39.62,0.0,0.0
636,4.2,30990.0,Intel Core i3 Processor (11th Gen),MI,256.0,8.0,DDR4,39.62,0.0,0.0
637,0.0,97890.0,AMD Ryzen 7 Octa Core Processor,LENOVO,512.0,16.0,LPDDR4X,35.56,0.0,0.0
638,0.0,110490.0,Intel Core i5 Processor (12th Gen),DELL,512.0,16.0,DDR5,34.04,0.0,0.0
639,0.0,131655.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,LPDDR5,39.62,0.0,0.0
640,4.3,103190.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR5,40.89,0.0,0.0
641,4.3,35990.0,Intel Core i3 Processor (11th Gen),ASUS,256.0,8.0,DDR4,35.56,0.0,0.0
642,4.2,39990.0,Intel Core i5 Processor (11th Gen),INFINIX,512.0,8.0,LPDDR4X,39.62,0.0,0.0
643,0.0,144998.0,AMD Ryzen 7 Octa Core Processor,LENOVO,1024.0,16.0,DDR4,39.62,0.0,0.0
644,4.4,55990.0,AMD Ryzen 5 Hexa Core Processor,ACER,512.0,8.0,DDR4,39.62,0.0,0.0
645,4.4,59990.0,Intel Core i5 Processor (11th Gen),REALME,512.0,8.0,DDR4,35.56,0.0,0.0
646,4.4,43990.0,Intel Core i5 Processor (10th Gen),NOKIA,512.0,8.0,DDR4,35.56,0.0,0.0
647,4.5,139990.0,Intel Core i7 Processor (11th Gen),ASUS,1024.0,16.0,DDR4,40.64,0.0,0.0
648,4.6,141009.0,Intel Core i7 Processor (11th Gen),LENOVO,1024.0,16.0,DDR4,40.64,0.0,0.0
649,0.0,189990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
650,3.7,59779.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
651,4.0,39990.0,Intel Core i3 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,35.56,0.0,0.0
652,3.3,74990.0,Intel Core i5 Processor (8th Gen),LENOVO,512.0,8.0,DDR4,33.78,0.0,0.0
653,3.5,59790.0,Intel Core i5 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,1024.0
654,3.9,49290.0,AMD Ryzen 5 Quad Core Processor,DELL,512.0,8.0,DDR4,39.62,0.0,0.0
655,0.0,195490.0,Intel Core i7 Processor (11th Gen),MSI,1024.0,16.0,GDDR6,39.62,0.0,0.0
656,0.0,62760.0,Intel Core i5 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
657,0.0,113990.0,Intel Core i7 Processor (11th Gen),HP,1024.0,16.0,DDR4,40.89,0.0,0.0
658,4.4,66990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,DDR4,35.56,0.0,0.0
659,4.3,56990.0,Intel Core i5 Processor (12th Gen),INFINIX,512.0,16.0,LPDDR5,39.62,0.0,0.0
660,0.0,162990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
661,4.4,73490.0,Intel Core i5 Processor (10th Gen),ASUS,512.0,8.0,LPDDR3,33.78,0.0,0.0
662,0.0,65990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,1024.0,8.0,DDR4,39.62,0.0,0.0
663,4.0,43000.0,Intel Core i3 Processor (11th Gen),DELL,0.0,8.0,DDR4,39.62,0.0,1024.0
664,4.5,109990.0,Intel Core i7 Processor (11th Gen),ACER,512.0,16.0,DDR4,39.62,0.0,1024.0
665,4.2,42990.0,Intel Core i3 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,0.0
666,0.0,86000.0,Intel Core i7 Processor (8th Gen),LENOVO,512.0,8.0,DDR4,33.78,0.0,0.0
667,0.0,157990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
668,3.9,25490.0,AMD Athlon Dual Core Processor,HP,256.0,4.0,DDR4,39.62,0.0,0.0
669,4.1,149990.0,Intel Core i7 Processor (8th Gen),MSI,512.0,16.0,GDDR5,39.62,0.0,0.0
670,4.5,82990.0,Intel Core i5 Processor (10th Gen),ASUS,1024.0,8.0,DDR4,39.62,0.0,0.0
671,4.3,34990.0,AMD Ryzen 3 Dual Core Processor,ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
672,4.8,61000.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,40.89,0.0,0.0
673,4.5,47990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
674,4.2,27990.0,AMD Ryzen 3 Dual Core Processor,ACER,512.0,4.0,DDR4,39.62,0.0,0.0
675,4.2,77990.0,Intel Core i5 Processor (10th Gen),HP,512.0,8.0,DDR4,33.78,0.0,0.0
676,4.7,102490.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR4,40.89,0.0,0.0
677,4.7,69990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,LPDDR4X,35.56,0.0,0.0
678,4.8,79990.0,Intel Core i5 Processor (11th Gen),ACER,512.0,8.0,DDR4,35.56,0.0,0.0
679,4.0,135990.0,Intel Core i7 Processor (11th Gen),MSI,1024.0,16.0,DDR4,39.62,0.0,0.0
680,4.7,150490.0,Intel Core i7 Processor (10th Gen),ACER,2048.0,16.0,DDR4,39.62,0.0,0.0
681,0.0,119990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,LPDDR5,35.56,0.0,0.0
682,0.0,57890.0,AMD Ryzen 5 Hexa Core Processor,DELL,512.0,16.0,DDR4,35.56,0.0,0.0
683,0.0,128990.0,Intel Core i5 Processor (8th Gen),HP,256.0,8.0,DDR4,33.78,0.0,0.0
684,0.0,79990.0,Intel Core i5 Processor (13th Gen),HP,1024.0,16.0,DDR4,35.56,0.0,0.0
685,4.6,41990.0,Intel Core i5 Processor (11th Gen),INFINIX,512.0,16.0,LPDDR4X,39.62,0.0,0.0
686,4.1,87990.0,Intel Core i7 Processor (8th Gen),DELL,256.0,8.0,DDR4,33.78,0.0,0.0
687,3.9,39643.0,Intel Core i3 Processor (10th Gen),HP,0.0,4.0,DDR4,39.62,0.0,1024.0
688,4.5,89990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,35.56,0.0,0.0
689,3.7,25990.0,Intel Pentium Quad Core Processor,ASUS,0.0,4.0,DDR4,39.62,0.0,1024.0
690,4.3,26990.0,AMD Ryzen 3 Dual Core Processor,ASUS,256.0,4.0,DDR4,39.62,0.0,0.0
691,4.4,41999.0,Intel Celeron Dual Core Processor,ACER,256.0,4.0,DDR4,35.56,0.0,0.0
692,3.0,143990.0,Intel Core i9 Processor (11th Gen),ACER,1024.0,16.0,DDR4,39.62,0.0,0.0
693,0.0,76990.0,Intel Core i5 Processor (11th Gen),GIGABYTE,512.0,16.0,DDR4,39.62,0.0,0.0
694,4.4,50490.0,Intel Core i5 Processor (8th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
695,3.8,154990.0,Intel Core i7 Processor (10th Gen),ACER,2048.0,16.0,DDR4,39.62,0.0,0.0
696,4.3,41900.0,Intel Core i3 Processor (11th Gen),HP,256.0,8.0,DDR4,35.56,0.0,0.0
697,0.0,78990.0,Intel Core i5 Processor (8th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
698,4.1,54160.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,35.56,0.0,0.0
699,4.4,53990.0,AMD Ryzen 7 Octa Core Processor,LENOVO,512.0,8.0,DDR4,35.56,0.0,0.0
700,1.7,114990.0,Intel Core i7 Processor (8th Gen),DELL,512.0,16.0,DDR3,33.78,0.0,0.0
701,0.0,47990.0,Intel Core i3 Processor (12th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
702,0.0,180990.0,Intel Core i7 Processor (10th Gen),HP,512.0,16.0,LPDDR3,33.78,0.0,0.0
703,0.0,209000.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,32.0,DDR4,39.62,0.0,0.0
704,0.0,85998.0,Intel Core i5 Processor (12th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
705,4.5,79990.0,Intel Core i7 Processor (12th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
706,4.6,77990.0,Intel Core i7 Processor (7th Gen),DELL,128.0,8.0,DDR5,39.62,0.0,1024.0
707,4.5,113000.0,AMD Ryzen 7 Octa Core Processor,HP,1024.0,16.0,DDR4,39.62,0.0,0.0
708,4.1,59999.0,Intel Core i7 Processor (10th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
709,4.4,37490.0,Intel Core i3 Processor (10th Gen),DELL,256.0,4.0,DDR4,38.1,0.0,0.0
710,0.0,35000.0,Intel Core i3 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
711,3.7,145499.0,Intel Core i7 Processor (12th Gen),HP,512.0,16.0,LPDDR4X,40.64,0.0,0.0
712,0.0,72300.0,Intel Core i7 Processor (11th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
713,0.0,49852.0,AMD Athlon Dual Core Processor,DELL,256.0,8.0,DDR4,39.62,0.0,0.0
714,0.0,149980.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
715,4.1,37490.0,Intel Core i3 Processor (10th Gen),HP,0.0,8.0,DDR4,39.62,0.0,1024.0
716,4.2,40990.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
717,3.9,34490.0,AMD Ryzen 3 Dual Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
718,4.3,35490.0,Intel Core i3 Processor (10th Gen),LENOVO,256.0,8.0,DDR4,39.62,0.0,0.0
719,4.3,40890.0,Intel Core i3 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,1024.0
720,4.0,62500.0,Intel Core i5 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,1024.0
721,4.0,72500.0,Intel Core i7 Processor (10th Gen),MSI,512.0,16.0,DDR4,35.56,0.0,0.0
722,4.1,36490.0,Intel Core i3 Processor (11th Gen),MSI,512.0,8.0,DDR4,35.56,0.0,0.0
723,3.5,87990.0,Intel Core i9 Processor (11th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
724,0.0,161990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
725,4.4,68690.0,Intel Core i5 Processor (11th Gen),HP,256.0,8.0,DDR4,39.62,0.0,1024.0
726,4.4,76999.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
727,4.4,66990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
728,0.0,39990.0,AMD Ryzen 3 Quad Core Processor,DELL,256.0,8.0,DDR4,35.56,0.0,0.0
729,3.7,89990.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,DDR5,33.78,0.0,0.0
730,0.0,82500.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,33.78,0.0,0.0
731,4.8,71990.0,Intel Core i5 Processor (10th Gen),ASUS,512.0,8.0,DDR4,43.94,0.0,0.0
732,4.4,80990.0,Intel Core i5 Processor (7th Gen),ACER,256.0,8.0,DDR3,33.78,0.0,0.0
733,3.7,52990.0,AMD Ryzen 7 Quad Core Processor,SONY,512.0,8.0,DDR4,39.62,0.0,0.0
734,1.0,67990.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
735,4.2,39990.0,Intel Core i3 Processor (10th Gen),LENOVO,256.0,8.0,DDR4,35.56,0.0,0.0
736,4.0,34990.0,AMD Ryzen 5 Quad Core Processor,SONY,512.0,8.0,DDR4,39.62,0.0,0.0
737,3.9,57490.0,Intel Core i5 Processor (10th Gen),ASUS,0.0,8.0,DDR4,35.56,0.0,1024.0
738,3.8,22490.0,MediaTek MediaTek Kompanio 500 Processor,HP,0.0,4.0,LPDDR4X,29.46,64.0,0.0
739,4.4,59990.0,Intel Core i5 Processor (10th Gen),ASUS,1024.0,8.0,DDR4,39.62,0.0,0.0
740,4.2,47990.0,Intel Core i7 Processor (10th Gen),INFINIX,512.0,16.0,LPDDR4X,35.56,0.0,0.0
