,Rating,Price,Processor,Brand,SSD_Capacity,Ram,Ram_Type,Display_Size,EMMC_Storage(in_GB),HDD_Storage(in_GB)
741,0.0,178990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,40.64,0.0,0.0
742,4.5,73046.0,Intel Core i5 Processor (11th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
743,0.0,171490.0,Intel Core i7 Processor (10th Gen),LENOVO,512.0,16.0,LPDDR3,35.56,0.0,0.0
744,3.8,29890.0,Intel Celeron Dual Core Processor,HP,256.0,8.0,DDR4,35.56,0.0,0.0
745,0.0,74900.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,16.0,DDR4,35.56,0.0,0.0
746,4.5,65980.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,8.0,LPDDR4X,35.56,0.0,0.0
747,0.0,76498.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
748,4.4,89500.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR4,40.89,0.0,0.0
749,4.0,59490.0,Intel Core i5 Processor (8th Gen),ACER,0.0,8.0,DDR4,39.62,0.0,1024.0
750,4.2,144528.0,Intel Core i7 Processor (12th Gen),DELL,1024.0,16.0,DDR5,38.0,0.0,0.0
751,0.0,80500.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
752,4.1,62000.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,39.62,0.0,0.0
753,4.0,73990.0,Intel Core i5 Processor (8th Gen),ACER,0.0,8.0,GDDR5,39.62,0.0,1024.0
754,0.0,124990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,LPDDR5,33.78,0.0,0.0
755,3.7,52990.0,AMD Ryzen 7 Quad Core Processor,SONY,512.0,8.0,DDR4,39.62,0.0,0.0
756,4.3,42999.0,Intel Core i5 Processor (7th Gen),DELL,0.0,8.0,DDR4,39.62,0.0,1024.0
757,4.0,59990.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
758,0.0,56890.0,Intel Core i5 Processor (11th Gen),HP,512.0,8.0,DDR4,35.56,0.0,0.0
759,0.0,138099.0,Intel Core i7 Processor (12th Gen),LENOVO,512.0,16.0,LPDDR5,35.56,0.0,0.0
760,4.4,45500.0,Intel Core i3 Processor (10th Gen),LENOVO,256.0,4.0,DDR4,35.56,0.0,0.0
761,0.0,82600.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR4,39.62,0.0,0.0
762,4.0,59490.0,Intel Core i5 Processor (8th Gen),ACER,0.0,8.0,DDR4,39.62,0.0,1024.0
763,3.5,59990.0,Intel Core i7 Processor (7th Gen),MSI,0.0,8.0,DDR4,39.62,0.0,1024.0
764,0.0,63500.0,Intel Core i5 Processor (12th Gen),HP,512.0,8.0,DDR4,35.56,0.0,0.0
765,4.2,26490.0,Intel Pentium Silver Processor,ACER,256.0,4.0,DDR4,35.56,0.0,0.0
766,0.0,92990.0,Intel Core i5 Processor (8th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
767,4.1,77500.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,33.78,0.0,0.0
768,4.3,63990.0,Intel Core i5 Processor (11th Gen),ASUS,256.0,16.0,DDR4,39.62,0.0,1024.0
769,4.7,65990.0,AMD Ryzen 7 Hexa Core Processor,LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
770,4.1,69057.0,Intel Core i5 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
771,0.0,35961.0,Intel Pentium Quad Core Processor,ACER,256.0,4.0,DDR4,35.56,0.0,0.0
772,0.0,129990.0,Intel Core i7 Processor (12th Gen),ACER,1024.0,16.0,LPDDR5,35.56,0.0,0.0
773,0.0,109990.0,Intel Core i5 Processor (10th Gen),ASUS,512.0,8.0,LPDDR3,35.56,0.0,0.0
774,5.0,114990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,LPDDR5,34.04,0.0,0.0
775,3.7,89990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,LPDDR5,35.56,0.0,0.0
776,4.1,40890.0,Intel Core i3 Processor (10th Gen),DELL,0.0,8.0,DDR4,39.62,0.0,1024.0
777,0.0,93990.0,Intel Core i7 Processor (8th Gen),ASUS,256.0,8.0,DDR4,35.56,0.0,1024.0
778,0.0,211990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,40.64,0.0,0.0
779,3.9,26990.0,Intel Celeron Dual Core Processor,HP,256.0,8.0,DDR4,35.56,0.0,0.0
780,4.0,119990.0,Intel Core i7 Processor (7th Gen),ACER,256.0,8.0,DDR3,35.56,0.0,0.0
781,3.7,62999.0,Intel Core i5 Processor (12th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
782,4.5,59990.0,Intel Core i5 Processor (12th Gen),SAMSUNG,512.0,8.0,DDR4,39.62,0.0,0.0
783,0.0,85990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
784,0.0,89990.0,Intel Core i5 Processor (12th Gen),LG,512.0,8.0,DDR5,35.56,0.0,0.0
785,4.3,80490.0,Intel Core i5 Processor (10th Gen),ASUS,0.0,8.0,DDR4,35.56,0.0,1024.0
786,0.0,77241.0,Intel Core i5 Processor (12th Gen),ASUS,8.0,8.0,DDR4,39.62,0.0,0.0
787,4.3,99990.0,Intel Core i7 Processor (8th Gen),ASUS,512.0,16.0,DDR3,33.78,0.0,0.0
788,4.2,68990.0,Intel Core i5 Processor (10th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
789,0.0,101299.0,Intel Core i5 Processor (12th Gen),LG,512.0,8.0,DDR5,43.18,0.0,0.0
790,0.0,66990.0,AMD Ryzen 5 Hexa Core Processor,DELL,512.0,16.0,DDR4,40.64,0.0,0.0
791,4.2,64990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,35.56,0.0,0.0
792,0.0,151990.0,Intel Core i7 Processor (10th Gen),MSI,256.0,16.0,DDR4,39.62,0.0,1024.0
793,4.7,90488.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
794,4.2,66990.0,Intel Core i5 Processor (8th Gen),ASUS,512.0,8.0,LPDDR3,33.78,0.0,0.0
795,4.2,44990.0,Intel Core i3 Processor (11th Gen),MI,512.0,8.0,DDR4,39.62,0.0,0.0
796,4.3,65200.0,Intel Core i5 Processor (12th Gen),ACER,512.0,16.0,DDR4,39.62,0.0,0.0
797,4.3,38888.0,Intel Core i3 Processor (11th Gen),LENOVO,256.0,8.0,DDR4,39.62,0.0,1024.0
798,3.3,45980.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
799,0.0,154490.0,Intel Core i7 Processor (10th Gen),ASUS,1024.0,16.0,LPDDR3,35.56,0.0,0.0
800,4.4,67990.0,Intel Core i7 Processor (8th Gen),ASUS,256.0,8.0,DDR4,35.56,0.0,1024.0
801,3.9,48990.0,AMD Ryzen 5 Quad Core Processor,DELL,512.0,8.0,DDR4,39.62,0.0,0.0
802,0.0,86000.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
803,3.8,47490.0,Intel Core i5 Processor (4th Gen),LENOVO,0.0,8.0,DDR3,39.62,0.0,1024.0
804,4.1,74990.0,Intel Core i5 Processor (12th Gen),SAMSUNG,512.0,8.0,LPDDR4X,39.62,0.0,0.0
805,3.4,103990.0,Intel Core i7 Processor (11th Gen),LENOVO,1024.0,16.0,LPDDR4X,33.78,0.0,0.0
806,4.2,57990.0,Intel Core i5 Processor (9th Gen),MSI,0.0,8.0,GDDR6,39.62,0.0,1024.0
807,0.0,136990.0,Intel Core i7 Processor (10th Gen),LENOVO,512.0,16.0,DDR4,33.78,0.0,0.0
808,4.3,65990.0,Intel Core i7 Processor (10th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
809,0.0,69290.0,Intel Core i5 Processor (10th Gen),ASUS,0.0,8.0,DDR4,35.56,0.0,1024.0
810,3.3,64821.0,Intel Core i5 Processor (8th Gen),LENOVO,0.0,8.0,DDR4,39.62,0.0,2048.0
811,0.0,63331.0,AMD Ryzen 5 Hexa Core Processor,DELL,512.0,8.0,DDR4,40.64,0.0,0.0
812,4.0,54990.0,Intel Core i5 Processor (7th Gen),HP,0.0,4.0,DDR3,39.62,0.0,1024.0
813,4.8,149980.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
