Title,Rating,Price,Processor,RAM,Display Size,Storage Capacity
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z15W000Z2,N/A,"₹1,39,000",Apple M2 Processor,8 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,512 GB SSD
acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,5,"₹1,56,490",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,1 TB SSD
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,4.4,"₹62,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) GA402R...,N/A,"₹1,46,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,35.56 cm (14 Inch) Display,1 TB SSD
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2035TU/ 15-EG2035TU Thin and...,4,"₹71,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS Vivobook Go 14 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK322WS...,N/A,"₹40,248",AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,35.56 cm (14 Inch) Display,512 GB SSD
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EA-KA...,2.3,"₹74,990",Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,35.56 cm (14 inch) Touchscreen Display,512 GB SSD
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,N/A,"₹3,61,990",AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,40.64 cm (16 Inch) Display,2 TB SSD
ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,N/A,"₹1,81,990",Intel Core i9 Processor (12th Gen),16 GB LPDDR5 RAM,34.04 cm (13.4 Inch) Touchscreen Display,1 TB SSD
MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,4.5,"₹74,990",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A,4.8,"₹2,59,900",Apple M1 Pro Processor,16 GB Unified Memory RAM,41.15 cm (16.2 inch) Display,1 TB SSD
ASUS EeeBook 14 with NumberPad Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV103WS Thin ...,4,"₹27,990",Intel Pentium Silver Processor,8 GB DDR4 RAM,35.56 cm (14 Inch) Display,256 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,5,"₹1,74,990",AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
MSI Core i7 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Thin and Light Laptop,N/A,"₹74,990",Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK1E3HN/A,4.8,"₹2,39,900",Apple M1 Pro Processor,16 GB Unified Memory RAM,41.15 cm (16.2 inch) Display,512 GB SSD
DELL Allienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,N/A,"₹1,68,990",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD,4.7,"₹1,12,900",Apple M1 Processor,16 GB DDR4 RAM,33.78 cm (13.3 inch) Display,256 GB SSD
ASUS Zenbook 13 Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX325EA-KG502WS Thin an...,4.4,"₹64,990",Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,33.78 cm (13.3 Inch) Display,512 GB SSD
ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home...,N/A,"₹3,59,990",Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,43.94 cm (17.3 inch) Display,2 TB SSD
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.2,"₹31,990",Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,256 GB SSD
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.7,"₹1,44,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,40.64 cm (16 inch) Display,1 TB SSD
Lenovo Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 81WA00Q3IN|81WA00MEIN Thin and Light...,4.3,"₹33,990",Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,35.56 cm (14 inch) Display,256 GB SSD
HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-eg2091TU Thin and Light Laptop,N/A,"₹68,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
Lenovo Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,N/A,"₹1,39,490",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EAR-K...,N/A,"₹74,990",Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,35.56 cm (14 inch) Touchscreen Display,512 GB SSD
ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,N/A,"₹1,14,650",Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,34.04 cm (13.4 inch) Touchscreen Display,512 GB SSD
ASUS Zenbook 14 Flip Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home) UN5401QA-KN511WS 2 i...,4.8,"₹91,990",AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5518 Thin and Light Laptop,4.2,"₹69,990",Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,38.86 cm (15.3 Inch) Display,512 GB SSD
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,N/A,"₹88,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD
ALIENWARE Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 T...,4.9,"₹1,88,490",NVIDIA GeForce GTX 1660 Ti,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits",In-built Alienware Command center software with enhanced control over system settings,"Tobii-eye tracking to track head pose, presence, fine gaze and eye position"
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,5,"₹1,29,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.7,"₹1,04,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
DELL Inspiron Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 Thin and Light Laptop,3.7,"₹61,390","Processor: Intel i3-1215U (0.9 GHz up to 4.40 GHz), 6 Cores, 10MB CPU Cache","RAM & Storage: 8GB, 1x8GB, DDR4, 3200MHz, 512GB SSD","Ports: 1 HDMI out 1.4, 1 USB 3.2 Gen 1 Type-A , 2 USB 3.2 Gen 2x2 Type-C with PowerDelivery and Video, 1 3.5mm Headphone/Microphone combination jack, SD Card Reader","Graphics: Integrated, Keyboard: Backlit Keyboard + Fingerprint Reader"
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,N/A,"₹1,79,990",AMD Ryzen 7 Octa Core Processor,32 GB DDR4 RAM,40.64 cm (16 Inch) Display,1 TB SSD
ASUS Vivobook Flip Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402ZA-LZ511WS 2 in 1 Lapto...,4.2,"₹79,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,35.56 cm (14 inch) Touchscreen Display,512 GB SSD
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15Y000Z4,N/A,"₹1,37,900",Apple M2 Processor,16 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,256 GB SSD
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0086TU Thin and Light Laptop,N/A,"₹68,990",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,N/A,"₹2,19,990",Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,40.64 cm (16 inch) Display,1 TB SSD
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Wi...,N/A,"₹1,34,990",Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,36.83 cm (14.5 inch) Touchscreen Display,1 TB SSD
SAMSUNG Galaxy Book3 Core i7 Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin a...,N/A,"₹89,990",Intel Core i7 Processor (13th Gen),16 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,4.4,"₹44,990",Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,35.56 cm (14 Inch) Touchscreen Display,256 GB SSD
Lenovo Ideapad 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Ideapad 5 15ALC05 Thin a...,3.8,"₹66,998",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,N/A,"₹1,74,990",AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,1 TB SSD
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,4.5,"₹45,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,4.7,"₹1,29,990",AMD Ryzen 9 Octa Core Processor (5th Gen),16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,4.4,"₹99,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
Lenovo Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 81WA00Q3IN|81WA00MEIN Thin and Light...,4.3,"₹33,990",Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,35.56 cm (14 inch) Display,256 GB SSD
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,4.4,"₹44,990",Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,35.56 cm (14 Inch) Touchscreen Display,256 GB SSD
HP Victus Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,4.3,"₹62,990",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,N/A,"₹1,48,590",Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,34.04 cm (13.4 Inch) Touchscreen Display,512 GB SSD
MSI GF63 Thin Hexa Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,4.4,"₹53,990",Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB HDD|256 GB SSD
MSI Katana GF66 Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,4.4,"₹80,990",Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G...,5,"₹1,68,000",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,40.64 cm (16 Inch) Display,1 TB SSD
ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) X415EA-EK302WS Thin and Light Laptop,4,"₹34,490",Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,35.56 cm (14 Inch) Display,256 GB SSD
ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.8,"₹82,990",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK521WS Thin and ...,4.5,"₹56,990",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,N/A,"₹83,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
GIGABYTE AERO 5 XE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,N/A,"₹1,93,990",Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,3.5,"₹42,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,96.52 cm (38 cm) Display,512 GB SSD
ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForc...,N/A,"₹2,81,990",Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,1 TB SSD
DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,4.5,"₹74,890",NVIDIA GEFORCE RTX 3050,"15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits",In-built Alienware Command center software with enhanced control over system settings,Game shift key for Turbo boost of power
Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | ...,4.3,"₹36,541",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15W000Z5,N/A,"₹1,39,000",Apple M2 Processor,16 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,256 GB SSD
ASUS ROG Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX ...,3,"₹1,37,990","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),1 TB HDD|256 GB SSD,64 bit Windows 10 Operating System
MSI Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light La...,N/A,"₹50,990",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,35.56 cm (14 Inch) Display,512 GB SSD
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in 1 Laptop,4.7,"₹77,990",Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Intel Core i5 Processor (12th Gen),"Display: 14.0"" FHD+ WVA Truelife Touch Narrow Border 250 nits, Dell Active Pen"
acer Aspire Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Notebook,4.2,"₹42,990",Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,4.2,"₹29,990",Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,39.62 cm (15.6 inch) Display,256 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ec0000AX Thi...,4.2,"₹63,990",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.2,"₹31,990",Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,256 GB SSD
MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,4.6,"₹1,29,990",Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz...,N/A,"₹1,23,990",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,96.52 cm (38 cm) Display,512 GB SSD
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,N/A,"₹1,66,499",Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,40.89 cm (16.1 inch) Display,1 TB SSD
Lenovo IdeaPad Gaming Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,N/A,"₹97,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
DELL Allienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,N/A,"₹1,68,990",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...,N/A,"₹1,71,990",AMD Ryzen 9 Octa Core Processor,32 GB LPDDR5 RAM,34.04 cm (13.4 Inch) Touchscreen Display,1 TB SSD
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,N/A,"₹99,290",Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,35.56 cm (14 Inch) Display,512 GB SSD
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,4.7,"₹2,41,990",Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,40.64 cm (16 Inch) Display,1 TB SSD
ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,N/A,"₹1,60,990",AMD Ryzen 7 Quad Core Processor (10th Gen),16 GB DDR4 RAM,35.56 cm (14 inch) Display,1 TB HDD|1 TB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,N/A,"₹1,62,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
ASUS ROG Zephyrus G15 (2022) Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/...,N/A,"₹1,57,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,1 TB SSD
DELL Vostro Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,N/A,"₹71,590",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,40.64 cm (16 inch) Display,512 GB SSD
HP Omen Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,N/A,"₹1,16,899",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,40.89 cm (16.1 Inch) Display,1 TB SSD
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop,4.2,"₹38,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,38.0 cm (14.96 Inch) Display,256 GB SSD
MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,N/A,"₹47,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,35.56 cm (14 Inch) Display,512 GB SSD
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311WS Thin...,4.5,"₹50,990",Get unparalleled power and reliability with the new Intel 12th Gen CPU,"15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified","Backlit chiclet keyboard, Finger Print Sensor for Faster System Access",Light Laptop without Optical Disk Drive
DELL Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Notebook,N/A,"₹55,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
DELL Allienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,N/A,"₹2,80,490",Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,1 TB SSD
ASUS Vivobook 16 (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) M1605YA-MB741WS L...,N/A,"₹70,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,40.64 cm (16 Inch) Display,512 GB SSD
Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,4.1,"₹38,990",Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,35.56 cm (14 Inch) Display,512 GB SSD
ASUS ZenBook Pro 15 Core i9 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2032T La...,5,"₹1,97,990",First Ever Screenpad,NVIDIA GeForce GTX 1050 Ti,64 bit Windows 10 Operating System,16 GB DDR4 RAM
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z15Y000Z1,N/A,"₹1,39,000",Apple M2 Processor,8 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,512 GB SSD
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,4.2,"₹43,990",Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Intel Core i3 Processor (12th Gen),"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border"
ASUS Zenbook 17 Fold OLED Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX9702AA-MD023...,N/A,"₹3,29,990","Stylish & Portable Thin and Light Foldable Laptop
12th Gen Intel Evo� Core i7-1250U CPU with 10 cores and 4.7 GHz max frequency
17.3 Inch 2.5K Foldable OLED, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500
World�s first 17� foldable OLED laptop with Multiple versatile use cases possible: laptop, tablet, AiO, vertical, extended, etc.
17.3� screen when unfolded, while just 8.7mm thin and 1.5kg in weight. MIL-STD 810H Military-grade durability
ASUS ErgoSense Bluetooth keyboard included in the box.
Two Thunderbolt 4 ports for external 4K display, 40 GB/s data transfer and fast charging",Intel Core i7 Processor (12th Gen),1 TB SSD,64 bit Windows 11 Operating System
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,4.1,"₹49,990",Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,35.56 cm (14 inch) Touchscreen Display,512 GB SSD
