Title,Rating,Price,Processor,RAM,Display Size,Storage Capacity
Lenovo Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN Laptop,4.1,"₹25,685",Intel Celeron Dual Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,256 GB SSD
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,4.4,"₹51,990",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Thin and Light La...,4.2,"₹38,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and L...,4.1,"₹23,990",Intel Celeron Dual Core Processor,4 GB DDR4 RAM,35.56 cm (14 inch) Display,256 GB SSD
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,4.1,"₹39,990",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,4.3,"₹33,490",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,256 GB SSD
HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop,4.3,"₹40,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light La...,4.3,"₹47,990",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,4.7,"₹84,990",Apple M1 Processor,8 GB DDR4 RAM,33.78 cm (13.3 inch) Display,256 GB SSD
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Ho...,4.4,"₹51,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB HDD|256 GB SSD
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Laptop,4.3,"₹36,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,4.4,"₹55,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS TUF Dash F15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,4.5,"₹83,990",Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop,4.3,"₹50,990",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,4.4,"₹42,090",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,256 GB SSD
HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,4.3,"₹53,990",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) 14s-fq0568AU Thin and Light Laptop,4,"₹27,990",AMD Athlon Dual Core Processor,8 GB DDR4 RAM,35.56 cm (14 inch) Display,256 GB SSD
DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light L...,4.1,"₹40,990",Processor: Intel i3-1115G4 (Base- 1.7 GHz & Turbo up to 4.10 GHz) 2 Cores,RAM & Storage: 8GB DDR4 & 1TB HDD + 256GB SSD,Intel Core i3 Processor (11th Gen),"Display: 15.6"" FHD WVA AG Narrow Border"
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Ho...,4.4,"₹74,500",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,43.94 cm (17.3 Inch) Display,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Lap...,4.3,"₹52,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,35.56 cm (14 Inch) Display,512 GB SSD
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LG...,4.3,"₹36,158",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB71...,4.2,"₹38,990",AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
HP 14s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Laptop,4.2,"₹37,490",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,35.56 cm (14 inch) Display,256 GB SSD
HP Laptop Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light Lap...,4.2,"₹37,990",AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeo...,4.4,"₹49,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
HP Laptop with Backlit Keyboard Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2512tu Lapt...,4.5,"₹42,490",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home) ZL12 B...,4.6,"₹89,990",Intel Core i9 Processor (12th Gen),32 GB LPDDR5 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graph...,4.6,"₹79,990",Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,35.56 cm (14 inch) Touchscreen Display,512 GB SSD
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,4.2,"₹58,400",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS Zenbook 14X (2022) Space Edition Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN...,4.2,"₹1,19,990",Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,35.56 cm (14 inch) Touchscreen Display,1 TB SSD
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,4.6,"₹1,12,990",Apple M2 Processor,8 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,256 GB SSD
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.5,"₹65,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
ASUS Vivobook 15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ701WS Thin and Light L...,4.2,"₹56,990",Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z160000Z1,4.8,"₹1,29,990",Apple M2 Processor,8 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,512 GB SSD
Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,4.3,"₹50,490",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1005AU Thin and Light La...,4.2,"₹56,999",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,35.56 cm (14 Inch) Display,512 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,4.4,"₹55,490",Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,8 GB DDR4 RAM,Intel Core i5 Processor (11th Gen)
ASUS Vivobook 15 Touch Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EZ501WS Thin and Li...,4.2,"₹51,990",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,512 GB SSD
Lenovo Legion 5 Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,4.4,"₹65,114",Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MPHH3HN/A,N/A,"₹1,99,900",Apple M2 Pro Processor,16 GB Unified Memory RAM,35.56 cm (14 Inch) Display,512 GB SSD
HP Pavilion Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-EG2039TU Thin and Light Lapto...,4.3,"₹89,990",Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/360 Hz...,N/A,"₹1,70,990",Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,43.94 cm (17.3 Inch) Display,1 TB SSD
MSI Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Vector G...,N/A,"₹2,19,990",Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,43.94 cm (17.3 Inch) Display,1 TB SSD
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,4.3,"₹61,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z160000Z4,N/A,"₹1,29,990",Apple M2 Processor,16 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,256 GB SSD
Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Lap...,4.2,"₹33,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,35.56 cm (14 inch) Display,256 GB SSD
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,4.3,"₹57,990",Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 11 Ho...,4.4,"₹63,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,43.94 cm (17.3 Inch) Display,512 GB SSD
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C214MA-BU0704 Chrom...,4,"₹16,990",Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,1 Year Onsite Warranty,29.46 cm (11.6 inch) Touchscreen Display
HP 250 G8 Core i3 11th Gen - (8 GB/512 GB SSD/DOS) 250 G8 Notebook,4,"₹37,600",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS VivoBook 14 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK312WS Laptop,4,"₹42,990",Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,35.56 cm (14 Inch) Display,512 GB SSD
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,4.3,"₹53,990",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,100.63 cm (39.62 cm) Display,512 GB SSD
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,4.3,"₹45,490",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,4.2,"₹37,990",AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Thin and Light La...,4.2,"₹47,990",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0040TU Thin ...,4,"₹82,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 Inch) Touchscreen Display,512 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home...,N/A,"₹1,29,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,4.4,"₹57,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop,4.6,"₹84,990",Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,35.56 cm (14 inch) Display,1 TB SSD
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,4.4,"₹59,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop,N/A,"₹89,990",Intel Core i7 Processor (12th Gen),16 GB LPDDR4 RAM,33.78 cm (13.3 inch) Display,512 GB SSD
MSI Crosshair 15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,4.7,"₹1,04,990",Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,4.1,"₹53,490",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,4,"₹48,990",Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light La...,4.3,"₹59,490",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.5,"₹90,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,4.5,"₹87,990",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,5,"₹1,34,999",Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,1 TB SSD
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,5,"₹1,49,990",Apple M2 Processor,8 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,512 GB SSD
ASUS ROG Strix SCAR 18 (2023) Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,N/A,"₹3,59,990",Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,45.72 cm (18 Inch) Display,1 TB SSD
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4,"₹57,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54/ EX 215-54-356V Thin and L...,4.1,"₹34,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,4.3,"₹43,890",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA Laptop,4.2,"₹37,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 5500M...,3.4,"₹62,990",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,40.89 cm (16.1 Inch) Display,512 GB SSD
ASUS VivoBook 17 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) M712UA-AU521TS Laptop,2.8,"₹53,990",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,43.94 cm (17.3 inches) Display,512 GB SSD
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,4.5,"₹74,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,35.56 cm (14 Inch) Display,512 GB SSD
Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,4.2,"₹50,990",Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,4.7,"₹1,24,990",AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,39.62 cm (15.6 inch) Display,1 TB SSD
MSI Katana GF66 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.5,"₹76,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,"₹36,990",AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G...,4.5,"₹89,690",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,4.2,"₹47,700",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
HP 15s Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light Laptop,4.3,"₹41,000",AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,4.2,"₹60,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,35.56 cm (14 inch) Display,512 GB SSD
DELL Alienware Core i9 12th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,N/A,"₹3,04,990",Intel Core i9 Processor (12th Gen),32 GB LPDDR5 RAM,39.62 cm (15.6 Inch) Display,1 TB HDD|1 TB SSD
HP Victus Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,3.9,"₹62,990",Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,40.89 cm (16.1 Inch) Display,512 GB SSD
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.3,"₹62,990",AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,40.89 cm (16.1 inch) Display,512 GB SSD
ASUS ROG Strix SCAR 18 (2023) Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA...,N/A,"₹2,79,990",Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,45.72 cm (18 Inch) Display,1 TB SSD
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120...,4,"₹79,990",Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,4.4,"₹68,928",AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin and Light Lapt...,4.8,"₹71,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15S00112,N/A,"₹1,29,990",Apple M2 Processor,16 GB Unified Memory RAM,34.54 cm (13.6 Inch) Display,256 GB SSD
DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,4,"₹58,990",Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD,Intel Core i5 Processor (12th Gen),"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border"
HP Omen Intel Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 308...,N/A,"₹2,96,000",Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,43.94 cm (17.3 Inch) Display,2 TB SSD
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,4.4,"₹38,990",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
DELL Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) ...,N/A,"₹1,38,990",Processor: Intel i9-12900H (Base- 3.80 GHz & Turbo up to 5.0 GHz) 14 Cores,RAM & Storage: 16GB DDR4 & 512GB SSD,Intel Core i9 Processor (12th Gen),"Display: 15.6"" FHD WVA AG 165Hz 300 nits Narrow Border"
HP Pavilion Plus Creator OLED (2023) Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Ho...,4.6,"₹79,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,35.56 cm (14 Inch) Display,512 GB SSD
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1A3HN/A,4.3,"₹3,29,900",Apple M1 Max Processor,32 GB Unified Memory RAM,41.15 cm (16.2 inch) Display,1 TB SSD
MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,4.7,"₹85,990",Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,512 GB SSD
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.5,"₹56,990",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,39.62 cm (15.6 inch) Display,512 GB SSD
APPLE 2023 MacBook Pro M2 Max - (32 GB/1 TB SSD/macOS Ventura) MNWE3HN/A,N/A,"₹3,49,900",Apple M2 Max Processor,32 GB Unified Memory RAM,40.64 cm (16 Inch) Display,1 TB SSD
